CALLSIGN,SSR INDICATION,ICAO 3LD,UNIT OR OPERATOR,FORCE,ACFT TYPE,COUNTRY,SOURCE REMARK,OPERATIONAL NOTE,LOCATION NOTE2,ETYMOLOGY NOTE,MISCELLANEOUS NOTE,ASSOCIATED FIXED CALLSIGN,APPROVED CONTRACTION,TAXONOMY,SENSITIVITY,SOURCE,,,,,,,,,,,,,,,,,
GILD,GILD,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
GINGER,GINGR,-,RAF ODIHAM,ROYAL AIR FORCE,H47,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GIRAFFE,GIRFF,-,45 SQUADRON,ROYAL AIR FORCE,E50P,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GIRAFFE,GRFE,-,GENERIC,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,HTTPS://WWW.GIRAFFESONTOUR.CO.UK/,U,N,1,,,,,,,,,,,,,,,,,,,
GIRTON,GRTON,-,CAMBRIDGE UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
GIRTON,GIRTN,-,CAMBRIDGE UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GLOWWORM,N/A,N/A,GROUND LIAISON OFFICER,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
GOALPOST,GLPST,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GOBLIN,GN,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
GOLD,GOLD,NHZ,NHV HELICOPTERS,N/A,A169,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
GOLD,GOLD,-,UNKN,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
GOLLUM,GOLLM,-,NORTHERN IRELAND UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GONZO,GONZO,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GOODYEAR,N/A,N/A,GENERIC,ROYAL NAVY,N/A,UNITED KINGDOM,DINGHY SURVIVORS,,,,,U,N/A,3,,JSP506,,,,,,,,,,,,,,,,,
GOOSE,GOOSE,-,51 SQUADRON,ROYAL AIR FORCE,R135,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GOUDA,GUDA,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C130,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
GREMLIN,GRMLN,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GRIFFIN,GRFFN,-,70 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GRIFTER,AKG,AKG,84 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GRIM,GRIM,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GRIZZLY,GRZLY,-,24 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GRIZZLY,GRZLY,-,24 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GRIZZLY,GRZLY,-,1312 FLIGHT,ROYAL AIR FORCE,A400,UNITED KINGDOM,,A400 DEPLOYED TO FALKLANDS,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GROUSE,GRSE,-,665 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GROUSE,GROUS,-,655 SQUADRON,ARMY AIR CORPS,N/A,UNITED KINGDOM,,,,,FLYING OPERATIONS CEASED 2007,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GROWLER,GRWLR,-,825 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUARDIAN,GDN,-,820 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,,AIRBORNE SURVEILLANCE & CONTROL,,,,U,N,1,,,,,,,,,,,,,,,,,,,
GUARDIAN,GURDN,-,820 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,,AIRBORNE SURVEILLANCE & CONTROL,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUARDIAN,GRDAN,-,GENERIC,ARMY AIR CORPS,ROTARY,UNITED KINGDOM,,USED BY INDEPENDENT AAC FLIGHTS IN SUPPORT OF BRITISH ARMY TRAINING LIAISON AND TRANSPORT.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUERNSEY,GURNY,-,201 SQUADRON,ROYAL AIR FORCE,P8,UNITED KINGDOM,,,,"""GUERNSEY'S OWN SQUADRON""",,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUERNSEY,GURNSY,-,201 SQUADRON,ROYAL AIR FORCE,P8,UNITED KINGDOM,,,,"""GUERNSEY'S OWN SQUADRON""",,U,N,1,,,,,,,,,,,,,,,,,,,
GUINESS,GINIS,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUINNESS,GINIS,-,47 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,,,,,DISBANDED JUNE 2023,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUNBUS,GUNBS,-,7 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUNDOG,GUNDG,-,57 SQUADRON,ROYAL AIR FORCE,G12T,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUNFIGHTER,GNFTR,-,29 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUNFIGHTER,GUNFIG,-,29 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
GUNFIGHTER,GUNFTR,-,29 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
GUNNY,GUNNY,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUNSHIP,GNSHP,-,662 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
GUNSHIP,GNSHP,-,662 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
GUNSHIP,GUNSHIP,-,662 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
GYPSY,GY,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
HACKSAW,HCKSW,-,APACHE TRAINING TEAM,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HADES,HADES,-,22 SQUADRON,ROYAL AIR FORCE,LYNX,UNITED KINGDOM,ROTARY WING OPERATIONAL EVALUATION & TRAINING UNIT (RWOETU),,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAIRPIN,HRPIN,-,AIR AND SPACE WARFARE CENTRE,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAMLET,HAMLT,-,RAF SHAWBURY,ROYAL AIR FORCE,EC35,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAMLET,HAMLT,-,RAF SHAWBURY,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAMMER,HAMER,-,658 SQUADRON,ARMY AIR CORPS,AS32,UNITED KINGDOM,,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAMMER,HAMMR,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HANGMAN,HANMN,-,662 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HANGMAN,HANGMAN,-,662 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HANNIBAL,HNNBL,-,27 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAPPY,HAPPY,-,NORTHUMBRIAN UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HARLEQUIN,HLQN,-,27 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,EXERCISE CALLSIGN,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HARLEQUIN,HRLQN,-,700X NAVAL AIR SQUADRON,ROYAL NAVY,DRON,UNITED KINGDOM,,SPECIFIC S1 OR SPECIFIC S2 CATEGORY REMOTELY PILOTED AIR SYSTEM,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HARLEY,HARLY,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
HARP,HARP,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HARPOON,HRPON,-,AIR AND SPACE WARFARE CENTRE,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HARRODS,HARDS,-,JOINT FORCE AIR COMPONENT HEADQUARTERS,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HARVARD,HARVARD,-,BATTLE OF BRITAIN MEMORIAL FLIGHT,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HATCHET,HCHT,-,AIR SUPPORT OPERATIONS CENTRE,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAVOC,HAVOC,-,11 (FIGHTER) SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAVOC,N/A,-,GENERIC,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,OPERATING FROM RAF AKROTIRI IN SUPPORT OF OPERATION SHADER,U,U,1,,,,,,,,,,,,,,,,,,,
HAWK,N/A,N/A,GENERIC,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,ANY RAF AIRCRAFT ON SCENE OF A SEARCH AND RESCUE OPERATION,,,,,U,N/A,1,,,,,,,,,,,,,,,,,,,
HAWKER,HAWKR,-,24 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAWKER,HAWKR,-,24 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HAWKEYE,N/A,N/A,NAVAL AVIATION OFFICER / ARMY AVIATION,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
HAZEL,HAZEL,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HEARTY,HERTY,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HEAVYWEIGHT,HWGHT,-,24 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HEAVYWEIGHT,HWGHT,-,24 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HELIOPS,HELIOPS,-,HELIOPERATIONS UK,CIVILIAN OPERATOR,S61,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HELLCAT,HELCAT,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HELLCAT,HELCAT,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,LYNX,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HELLCAT,HLLCT,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HEMLOCK,HEMLK,-,656 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,STATION HEADQUARTERS,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HERMES,HERMES,-,750 NAVAL AIR SQUADRON,ROYAL NAVY,B350,UNITED KINGDOM,,,,,AVENGER,U,N,1,,,,,,,,,,,,,,,,,,,
HUSKY,UNKN,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
REX,UNKN,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
SABER,UNKN,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
SNAKE,UNKN,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
STAG,UNKN,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
TOPCAT,UNKN,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
AUSTIN,UNKN,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
COUGAR,UNKN,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
LIBRA,UNKN,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
LYNX,UNKN,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
PALL,UNKN,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
PANTHER,UNKN,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
TINMAN,UNKN,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
WARLOCK,UNKN,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
COPPER,UNKN,-,495TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
EMPEROR,UNKN,-,UNKN,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,,,LAKENHEATH,U,N,1,,,,,,,,,,,,,,,,,,,
HERMES,HRMES,-,750 NAVAL AIR SQUADRON,ROYAL NAVY,B350,UNITED KINGDOM,,,,,AVENGER,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HIGHBALL,HGHBL,-,41 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HITMAN,HITMN,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HOAXER,HOAXR,-,658 SQUADRON,ARMY AIR CORPS,AS32,UNITED KINGDOM,MOD A BLOCK,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HOBO,HOBO,-,100TH AIR REFUELING WING,UNITED STATES AIR FORCE EUROPE,K35R,UNITED KINGDOM,,,MILDENHALL,,OPERATIONAL,U,U,1,,,,,,,,,,,,,,,,,,,
HOGSHEAD,HGSHD,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HOLDFAST,N/A,N/A,ENGINEERS,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
HONINGTON,HON,-,611 VOLUNTEER GLIDING SQUADRON,ROYAL AIR FORCE,G102,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HOOK,HOOK,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HOOKER,HOOKR,-,JOINT HELICOPTER SUPPORT SQUADRON,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,HELICOPTER HANDLING TEAM (HHT),,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HORN,HORN,-,COBHAM HELICOPTER ACADEMY,UK GOVERNMENT CONTRACTOR,AS50,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HORN,HORN,-,COBHAM HELICOPTER ACADEMY,UK GOVERNMENT CONTRACTOR,B412,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HORNET,HORNT,-,216 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,,OPERATIONAL DELIVERY SQUADRON FOR AN AUTONOMOUS COLLABORATIVE PLATFORMS CAPABILITY,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HORSEMAN,HRSMN,-,41 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HORSEMAN,HORSEM,-,41 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HORSESHOE,HSHOE,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HOSER,HOSER,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HOSS,HOSS,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
HOSS,HS,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
HOWLER,HOWLR,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HUDSON,HUDSON,-,206 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HUDSON,HDSON,-,206 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HUGO,N/A,-,GENERIC,ARMY AIR CORPS,VARIOUS,UNITED KINGDOM,ANY AAC AIRCRAFT ON SCENE OF A SEARCH AND RESCUE OPERATION,,,,,U,N/A,1,,,,,,,,,,,,,,,,,,,
HUNTER,HNTER,-,663 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HUNTER,HUNTER,-,663 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HURRICANE,HURCN,-,BATTLE OF BRITAIN MEMORIAL FLIGHT,ROYAL AIR FORCE,HURI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HUSKY,HUSKY,-,673 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HUSTLER,HSTLR,-,57 SQUADRON,ROYAL AIR FORCE,G12T,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
HUSTLER,HUSLR,-,57 SQUADRON,ROYAL AIR FORCE,G12T,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
HYDRA,HYDRA,-,656 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
ICON,ICON,-,7TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,V22,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
IGNITE,IGNITE,-,846 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,MARITIME COUNTER-TERRORISM EXERCISE,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
IGNITE,IGNTE,-,846 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,MARITIME COUNTER-TERRORISM EXERCISE,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
IMITATION,IMTTN,-,658 SQUADRON,ARMY AIR CORPS,AS32,UNITED KINGDOM,MOD A BLOCK,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
IMMORTAL,IMRTL,-,9 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
IMPOSTER,IMPST,-,658 SQUADRON,ARMY AIR CORPS,AS32,UNITED KINGDOM,MOD A BLOCK,,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
INCLINE,INCLN,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
INFERNO,INFNO,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
INFERNO,INFERN,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
INFERNO,INFRN,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
INFERNO,INFRNO,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
