ICAO CODE,IATA CODE,ALTERNATIVE CODE,LOCATION SERVED,AIRPORT,ALTERNATIVE NAME,HISTORICAL NAME,COUNTRY,TYPE,USER,NOTES,ICAO REGION,LAT/LONG
-,AGH,-,ANGELHOLM/HELSINGBORG,AIRPORT,-,,,,,-,-,
-,BJZ,-,BADAJOZ,AIRPORT,-,,,,,-,-,
-,BCN,-,BARCELONA,AIRPORT,-,,,,,-,-,
-,BTC,-,BATTICALOA,AIRPORT,-,,,,,-,-,
-,APX,-,ARAPONGAS,ALBERTO BERTELLI,-,,,,,-,-,
-,AYP,-,AYACUCHO,ALFREDO M. DUARTE,-,,,,,-,-,
-,AOP,-,ANDOAS,ALFREDO V. SARA BAUER,-,,,,,-,-,
-,ASV,-,AMBOSELI,AMBOSELI,-,,,,,-,-,
-,AZZ,-,AMBRIZ,AMBRIZ,-,,,,,-,-,
-,AMV,-,AMDERMA,AMDERMA,-,,,,,-,-,
-,RCN,-,AMERICAN RIVER,AMERICAN RIVER,-,,,,,-,-,
-,AEM,-,AMGU,AMGU,-,,,,,-,-,
-,AMX,-,AMMAROO,AMMAROO,-,,,,,-,-,
-,AMP,-,AMPANIHY,AMPANIHY,-,,,,,-,-,
-,AAO,-,ANACO,ANACO,-,,,,,-,-,
-,OTS,-,ANACORTES,ANACORTES,-,,,,,-,-,
-,YAA,-,ANAHIM LAKE,ANAHIM LAKE,-,,,,,-,-,
-,AKP,-,ANAKTUVUK PASS,ANAKTUVUK PASS,-,,,,,-,-,
-,HVA,-,ANALALAVA,ANALALAVA,-,,,,,-,-,
-,APS,-,ANAPOLIS,ANAPOLIS,-,,,,,-,-,
-,AUY,-,ANATOM ISLAND,ANATOM ISLAND,-,,,,,-,-,
-,ANS,-,ANDAHUAYLAS,ANDAHUAYLAS,-,,,,,-,-,
-,ADO,-,ANDAMOOKA,ANDAMOOKA,-,,,,,-,-,
-,ZWA,-,ANDAPA,ANDAPA,-,,,,,-,-,
-,DVD,-,ANDAVADOAKA,ANDAVADOAKA,-,,,,,-,-,
-,ADN,-,ANDES,ANDES,-,,,,,-,-,
-,AZN,-,ANDIZHAN,ANDIZHAN,-,,,,,-,-,
-,ANX,-,ANDENES,ANDOYA,-,,,,,-,-,
-,WAD,-,ANDRIAMENA,ANDRIAMENA,-,,,,,-,-,
-,ANL,-,ANDULO,ANDULO,-,,,,,-,-,
-,AXX,-,ANGEL FIRE,ANGEL FIRE,-,,,,,-,-,
-,AGD,-,ANGGI,ANGGI,-,,,,,-,-,
-,ANO,-,ANGOCHE,ANGOCHE,-,,,,,-,-,
-,AGG,-,ANGORAM,ANGORAM,-,,,,,-,-,
-,GDR,-,ANGRA DOS REIS,ANGRA DOS REIS,-,,,,,-,-,
-,AKG,-,ANGUGANAK,ANGUGANAK,-,,,,,-,-,
-,ANZ,-,ANGUS DOWNS STATION,ANGUS DOWNS STATION,-,,,,,-,-,
-,AWD,-,ANIWA ISLAND,ANIWA ISLAND,-,,,,,-,-,
-,WBE,-,BEALANANA,ANKAIZINA,-,,,,,-,-,
-,JVA,-,ANKAVANDRA,ANKAVANDRA,-,,,,,-,-,
-,NKO,-,ANKOKOAMBO,ANKOKOAMBO,-,,,,,-,-,
-,VBA,-,ANN,ANN,-,,,,,-,-,
-,NAI,-,ANNAI,ANNAI,-,,,,,-,-,
-,AOB,-,ANNANBERG,ANNANBERG,-,,,,,-,-,
-,ANN,-,ANNETTE ISLAND,ANNETTE ISLAND,-,,,,,-,-,
-,NBN,-,ANNOBON,ANNOBON,-,,,,,-,-,
-,AYT,-,ANTALYA,ANTALYA,-,,,,,-,-,
-,AYL,-,ANTHONY LAGOON,ANTHONY LAGOON,-,,,,,-,-,
-,WAQ,-,ANTSALOVA,ANTSALOVA,-,,,,,-,-,
-,ACJ,-,ANURADHAPURA,ANURADHAPURA,-,,,,,-,-,
-,ANV,-,ANVIK,ANVIK,-,,,,,-,-,
-,AYN,-,ANYANG,ANYANG,-,,,,,-,-,
-,AOJ,-,AOMORI,AOMORI,-,,,,,-,-,
-,AAS,-,APALAPSILI,APALAPSILI,-,,,,,-,-,
-,APK,-,APATAKI,APATAKI,-,,,,,-,-,
-,APB,-,APOLO,APOLO,-,,,,,-,-,
-,APR,-,APRIL RIVER,APRIL RIVER,-,,,,,-,-,
-,IUP,-,APUI,APUI,-,,,,,-,-,
-,ARW,-,ARAD,ARAD,-,,,,,-,-,
-,ARS,-,ARAGARCAS,ARAGARCAS,-,,,,,-,-,
-,ARP,-,ARAGIP,ARAGIP,-,,,,,-,-,
-,AUX,-,ARAGUAINA,ARAGUAINA,-,,,,,-,-,
-,AJK,-,ARAK,ARAK,-,,,,,-,-,
-,AXC,-,ARAMAC,ARAMAC,-,,,,,-,-,
-,ADI,-,ARANDIS,ARANDIS,-,,,,,-,-,
-,APQ,-,ARAPIRACA,ARAPIRACA,-,,,,,-,-,
-,RAE,-,ARAR,ARAR,-,,,,,-,-,
-,ACR,-,ARARACUARA,ARARACUARA,-,,,,,-,-,
-,ARY,-,ARARAT,ARARAT,-,,,,,-,-,
-,ASS,-,ARATHUSA SAFARI LODGE,ARATHUSA SAFARI LODGE,-,,,,,-,-,
-,RKA,-,ARATIKA,ARATIKA-NORD,-,,,,,-,-,
-,RAW,-,ARAWA,ARAWA,-,,,,,-,-,
-,AAX,-,ARAXA,ARAXA,-,,,,,-,-,
-,AMH,-,ARBA MINCH,ARBA MINCH,-,,,,,-,-,
-,ARO,-,ARBOLETES,ARBOLETES,-,,,,,-,-,
-,YAB,-,ARCTIC BAY,ARCTIC BAY,-,,,,,-,-,
-,ARC,-,ARCTIC VILLAGE,ARCTIC VILLAGE,-,,,,,-,-,
-,AMZ,-,ARDMORE,ARDMORE,-,,,,,-,-,
-,OSD,-,ARE/OSTERSUND,ARE/OSTERSUND,-,,,,,-,-,
-,GYL,-,ARGYLE,ARGYLE,-,,,,,-,-,
-,XAR,-,ARIBINDA,ARIBINDA,-,,,,,-,-,
-,ACM,-,ARICA,ARICA,-,,,,,-,-,
-,AIR,-,ARIPUANA,ARIPUANA,-,,,,,-,-,
-,AQM,-,ARIQUEMES,ARIQUEMES,-,,,,,-,-,
-,AYK,-,ARKALYK,ARKALYK,-,,,,,-,-,
-,RLT,-,ARLIT,ARLIT,-,,,,,-,-,
-,ARL,-,ARLY,ARLY,-,,,,,-,-,
-,ARM,-,ARMIDALE,ARMIDALE,-,,,,,-,-,
-,YYW,-,ARMSTRONG,ARMSTRONG,-,,,,,-,-,
-,AOA,-,AROA,AROA,-,,,,,-,-,
-,AON,-,ARONA,ARONA,-,,,,,-,-,
-,AIS,-,ARORAE,ARORAE,-,,,,,-,-,
-,DIE,-,ANTSIRANANA,ARRACHART,-,,,,,-,-,
-,ARJ,-,ARSO,ARSO,-,,,,,-,-,
-,ATC,-,ARTHUR'S TOWN,ARTHUR'S TOWN,-,,,,,-,-,
-,ATI,-,ARTIGAS,ARTIGAS,-,,,,,-,-,
-,RUA,-,ARUA,ARUA,-,,,,,-,-,
-,ARK,-,ARUSHA,ARUSHA,-,,,,,-,-,
-,AXR,-,ARUTUA,ARUTUA,-,,,,,-,-,
-,AVK,-,ARVAIKHEER,ARVAIKHEER,-,,,,,-,-,
-,YEK,-,ARVIAT,ARVIAT,-,,,,,-,-,
-,AJR,-,ARVIDSJAUR,ARVIDSJAUR,-,,,,,-,-,
-,AKJ,-,ASAHIKAWA,ASAHIKAWA,-,,,,,-,-,
-,APP,-,ASAPA,ASAPA,-,,,,,-,-,
-,AAU,-,ASAU,ASAU,-,,,,,-,-,
-,ASC,-,ASCENSION,ASCENSION,-,,,,,-,-,
-,ALK,-,ASELA,ASELA,-,,,,,-,-,
-,ASG,-,ASHBURTON,ASHBURTON,-,,,,,-,-,
-,ASZ,-,ASIRIM,ASIRIM,-,,,,,-,-,
-,ASO,-,ASOSA,ASOSA,-,,,,,-,-,
-,ASF,-,ASTRAKHAN,ASTRAKHAN,-,,,,,-,-,
-,OVD,-,ASTURIAS,ASTURIAS,-,,,,,-,-,
-,JTY,-,ASTYPALAIA ISLAND,ASTYPALAIA ISLAND,-,,,,,-,-,
-,ATZ,-,ASYUT,ASYUT,-,,,,,-,-,
-,AXK,-,ATAQ,ATAQ,-,,,,,-,-,
-,AUT,-,ATAURO,ATAURO,-,,,,,-,-,
-,ATB,-,ATBARA,ATBARA,-,,,,,-,-,
-,ATX,-,ATBASAR,ATBASAR,-,,,,,-,-,
-,ATV,-,ATI,ATI,-,,,,,-,-,
-,AIU,-,ATIU ISLAND,ATIU ISLAND,-,,,,,-,-,
-,AKB,-,ATKA,ATKA,-,,,,,-,-,
-,ABP,-,ATKAMBA,ATKAMBA,-,,,,,-,-,
-,ATT,-,ATMAUTLUAK,ATMAUTLUAK,-,,,,,-,-,
-,AOU,-,ATTAPEU,ATTAPEU,-,,,,,-,-,
-,YAT,-,ATTAWAPISKAT,ATTAWAPISKAT,-,,,,,-,-,
-,GUW,-,ATYRAU,ATYRAU,-,,,,,-,-,
-,AUI,-,AUA ISLAND,AUA ISLAND,-,,,,,-,-,
-,NGD,-,ANEGADA,AUGUSTE GEORGE,-,,,,,-,-,
-,AUD,-,AUGUSTUS DOWNS,AUGUSTUS DOWNS,-,,,,,-,-,
-,AUV,-,AUMO,AUMO,-,,,,,-,-,
-,YPJ,-,AUPALUK,AUPALUK,-,,,,,-,-,
-,AUL,-,AUR ISLAND,AUR ISLAND,-,,,,,-,-,
-,AUU,-,AURUKUN,AURUKUN,-,,,,,-,-,
-,ASQ,-,AUSTIN,AUSTIN,-,,,,,-,-,
-,AWP,-,AUSTRAL DOWNS STATION,AUSTRAL DOWNS STATION,-,,,,,-,-,
-,AVG,-,AUVERGNE STATION,AUVERGNE STATION,-,,,,,-,-,
-,AWR,-,AWAR,AWAR,-,,,,,-,-,
-,AWA,-,AWASA,AWASA,-,,,,,-,-,
-,AXU,-,AXUM,AXUM,-,,,,,-,-,
-,AYW,-,AYAWASI,AYAWASI,-,,,,,-,-,
-,AYR,-,AYR,AYR,-,,,,,-,-,
-,BCM,-,BACAU,BACAU,-,,,,,-,-,
-,BXD,-,BADE,BADE,-,,,,,-,-,
-,BDD,-,BADU ISLAND,BADU ISLAND,-,,,,,-,-,
-,BFX,-,BAFOUSSAM,BAFOUSSAM,-,,,,,-,-,
-,NYU,-,BAGAN/NYAUNG-U,BAGAN/NYAUNG-U,-,,,,,-,-,
-,BNQ,-,BAGANGA,BAGANGA,-,,,,,-,-,
-,BQI,-,BAGANI,BAGANI,-,,,,,-,-,
-,BGT,-,BAGDAD,BAGDAD,-,,,,,-,-,
-,IXB,-,BAGDOGRA,BAGDOGRA,-,,,,,-,-,
-,OAI,-,BAGRAM,BAGRAM,-,,,,,-,-,
-,BJR,-,BAHAR DAR,BAHAR DAR,-,,,,,-,-,
-,BHV,-,BAHAWALPUR,BAHAWALPUR,-,,,,,-,-,
-,BHL,-,BAHIA DE LOS ANGELES,BAHIA DE LOS ANGELES,-,,,,,-,-,
-,BFA,-,BAHIA NEGRA,BAHIA NEGRA,-,,,,,-,-,
-,BFQ,-,BAHIA PINA,BAHIA PINA,-,,,,,-,-,
-,BJQ,-,BAHJA,BAHJA,-,,,,,-,-,
-,IAQ,-,BAHREGAN,BAHREGAN,-,,,,,-,-,
-,BAY,-,BAIA MARE,BAIA MARE,-,,,,,-,-,
-,BAP,-,BAIBARA,BAIBARA,-,,,,,-,-,
-,BIB,-,BAIDOA,BAIDOA,-,,,,,-,-,
-,YBC,-,BAIE-COMEAU,BAIE-COMEAU,-,,,,,-,-,
-,BBR,-,BASSE-TERRE,BAILLIF,-,,,,,-,-,
-,BSJ,-,BAIRNSDALE,BAIRNSDALE,-,,,,,-,-,
-,BJH,-,BAJHANG,BAJHANG,-,,,,,-,-,
-,BJN,-,BAJONE,BAJONE,-,,,,,-,-,
-,BJU,-,BAJURA,BAJURA,-,,,,,-,-,
-,BXE,-,BAKEL,BAKEL,-,,,,,-,-,
-,BKM,-,BAKELALAN,BAKELALAN,-,,,,,-,-,
-,YBK,-,BAKER LAKE,BAKER LAKE,-,,,,,-,-,
-,BJD,-,BAKKAFJORDUR,BAKKAFJORDUR,-,,,,,-,-,
-,BMF,-,BAKOUMA,BAKOUMA,-,,,,,-,-,
-,BWO,-,BALAKOVO,BALAKOVO,-,,,,,-,-,
-,LCN,-,BALCANOONA,BALCANOONA,-,,,,,-,-,
-,BJE,-,BALEELA,BALEELA,-,,,,,-,-,
-,BGL,-,BAGLUNG,BALEWA,-,,,,,-,-,
-,BQW,-,BALGO HILL,BALGO HILL,-,,,,,-,-,
-,BAJ,-,BALI,BALI,-,,,,,-,-,
-,BLC,-,BALI,BALI,-,,,,,-,-,
-,BZI,-,BALIKESIR,BALIKESIR,-,,,,,-,-,
-,BXH,-,BALKHASH,BALKHASH,-,,,,,-,-,
-,BBL,-,BALLERA,BALLERA,-,,,,,-,-,
-,BOL,-,BALLYKELLY,BALLYKELLY,-,,,,,-,-,
-,BBA,-,BALMACEDA,BALMACEDA,-,,,,,-,-,
-,BZD,-,BALRANALD,BALRANALD,-,,,,,-,-,
-,BSS,-,BALSAS,BALSAS,-,,,,,-,-,
-,BMR,-,BALTRUM,BALTRUM,-,,,,,-,-,
-,RGH,-,BALURGHAT,BALURGHAT,-,,,,,-,-,
-,BXR,-,BAM,BAM,-,,,,,-,-,
-,BMN,-,BAMARNI,BAMARNI,-,,,,,-,-,
-,BBY,-,BAMBARI,BAMBARI,-,,,,,-,-,
-,BMQ,-,BAMBURI,BAMBURI,-,,,,,-,-,
-,BPC,-,BAMENDA,BAMENDA,-,,,,,-,-,
-,BIN,-,BAMYAN,BAMYAN,-,,,,,-,-,
-,NAF,-,BANAINA,BANAINA,-,,,,,-,-,
-,NDA,-,BANDA ISLAND,BANDANEIRA,-,,,,,-,-,
-,BDH,-,BANDAR LENGEH,BANDAR LENGEH,-,,,,,-,-,
-,BDM,-,BANDIRMA,BANDIRMA,-,,,,,-,-,
-,FDU,-,BANDUNDU,BANDUNDU,-,,,,,-,-,
-,YBA,-,BANFF,BANFF,-,,,,,-,-,
-,BNR,-,BANFORA,BANFORA,-,,,,,-,-,
-,BGU,-,BANGASSOU,BANGASSOU,-,,,,,-,-,
-,BYX,-,BANIYALA,BANIYALA,-,,,,,-,-,
-,BNP,-,BANNU,BANNU,-,,,,,-,-,
-,BNZ,-,BANZ,BANZ,-,,,,,-,-,
-,BSD,-,BAOSHAN,BAOSHAN,-,,,,,-,-,
-,YEB,-,BAR RIVER,BAR RIVER,-,,,,,-,-,
-,BMJ,-,BARAMITA,BARAMITA,-,,,,,-,-,
-,BCI,-,BARCALDINE,BARCALDINE,-,,,,,-,-,
-,BAZ,-,BARCELOS,BARCELOS,-,,,,,-,-,
-,BSY,-,BARDERA,BARDERA,-,,,,,-,-,
-,BDU,-,BARDUFOSS,BARDUFOSS,-,,,,,-,-,
-,BEK,-,BAREILLY,BAREILLY,-,,,,,-,-,
-,BYP,-,BARIMUNYA,BARIMUNYA,-,,,,,-,-,
-,BNS,-,BARINAS,BARINAS,-,,,,,-,-,
-,BBN,-,BARIO,BARIO,-,,,,,-,-,
-,BZL,-,BARISAL,BARISAL,-,,,,,-,-,
-,BKP,-,BARKLY DOWNS,BARKLY DOWNS,-,,,,,-,-,
-,BAX,-,BARNAUL,BARNAUL,-,,,,,-,-,
-,RRI,-,BARORA,BARORA,-,,,,,-,-,
-,BQQ,-,BARRA,BARRA,-,,,,,-,-,
-,BCL,-,BARRA DEL COLORADO,BARRA DEL COLORADO,-,,,,,-,-,
-,BDC,-,BARRA DO CORDA,BARRA DO CORDA,-,,,,,-,-,
-,BPG,-,BARRA DO GARCAS,BARRA DO GARCAS,-,,,,,-,-,
-,NBB,-,BARRANCO MINAS,BARRANCO MINAS,-,,,,,-,-,
-,BRA,-,BARREIRAS,BARREIRAS,-,,,,,-,-,
-,BRB,-,BARREIRINHAS,BARREIRINHAS,-,,,,,-,-,
-,BWB,-,BARROW ISLAND,BARROW ISLAND,-,,,,,-,-,
-,BTI,-,BARTER ISLAND,BARTER ISLAND,-,,,,,-,-,
-,GFO,-,BARTICA,BARTICA,-,,,,,-,-,
-,AQA,-,ARARAQUARA,BARTOLOMEU DE GUSMAO,-,,,,,-,-,
-,UUN,-,BARUUN-URT,BARUUN-URT,-,,,,,-,-,
-,BSU,-,BASANKUSU,BASANKUSU,-,,,,,-,-,
-,BSO,-,BASCO,BASCO,-,,,,,-,-,
-,BAN,-,BASONGO,BASONGO,-,,,,,-,-,
-,BSG,-,BATA,BATA,-,,,,,-,-,
-,BQJ,-,BATAGAY,BATAGAY,-,,,,,-,-,
-,BTG,-,BATANGAFO,BATANGAFO,-,,,,,-,-,
-,BVW,-,BATAVIA DOWNS,BATAVIA DOWNS,-,,,,,-,-,
-,HLB,-,BATESVILLE,BATESVILLE,-,,,,,-,-,
-,BUP,-,BATHINDA,BATHINDA,-,,,,,-,-,
-,BHS,-,BATHURST,BATHURST,-,,,,,-,-,
-,ZBF,-,BATHURST,BATHURST,-,,,,,-,-,
-,BRT,-,BATHURST ISLAND,BATHURST ISLAND,-,,,,,-,-,
-,BAL,-,BATMAN,BATMAN,-,,,,,-,-,
-,BXM,-,BATOM,BATOM,-,,,,,-,-,
-,OUR,-,BATOURI,BATOURI,-,,,,,-,-,
-,BJF,-,BATSFJORD,BATSFJORD,-,,,,,-,-,
-,BBM,-,BATTAMBANG,BATTAMBANG,-,,,,,-,-,
-,BAM,-,BATTLE MOUNTAIN,BATTLE MOUNTAIN,-,,,,,-,-,
-,BTW,-,BATU LICIN,BATU LICIN,-,,,,,-,-,
-,BUS,-,BATUMI,BATUMI,-,,,,,-,-,
-,BCU,-,BAUCHI,BAUCHI,-,,,,,-,-,
-,BVL,-,BAURES,BAURES,-,,,,,-,-,
-,BWJ,-,BAWAN,BAWAN,-,,,,,-,-,
-,BXW,-,BAWEAN,BAWEAN,-,,,,,-,-,
-,BYN,-,BAYANKHONGOR,BAYANKHONGOR,-,,,,,-,-,
-,HPY,-,BAYTOWN,BAYTOWN,-,,,,,-,-,
-,BZB,-,BAZARUTO ISLAND,BAZARUTO ISLAND,-,,,,,-,-,
-,BEE,-,BEAGLE BAY,BEAGLE BAY,-,,,,,-,-,
-,AHN,-,ATHENS,BEN EPPS,-,,,,,-,-,
-,BUW,-,BAUBAU,BETOAMBARI,-,,,,,-,-,
-,BYU,-,BAYREUTH,BINDLACHER BERG,-,,,,,-,-,
-,BWX,-,BANYUWANGI,BLIMBINGSARI,-,,,,,-,-,
-,BWN,-,BANDAR SERI BEGAWAN,BRUNEI INTERNATIONAL,-,,,,,-,-,
-,FRN,-,ANCHORAGE,BRYANT AAF,-,,,,,-,-,
-,BNK,-,BALLINA,BYRON GATEWAY,-,,,,,-,-,
-,BCH,-,BAUCAU,CAKUNG,-,,,,,-,-,
-,APU,-,APUCARANA,CAPTAIN JOAO BUSSE,-,,,,,-,-,
-,APO,-,APARTADO,CAREPA-A.R. BETANCOURT,-,,,,,-,-,
-,BYM,-,BAYAMO,CARLOS M. DE CESPEDES,-,,,,,-,-,
-,ATU,-,ATTU ISLAND,CASCO COVE CGS,-,,,,,-,-,
-,AVX,-,AVALON,CATALINA,-,,,,,-,-,
-,ANF,-,ANTOFAGASTA,CERRO MORENO,-,,,,,-,-,
-,ARI,-,ARICA,CHACALLUTA,-,,,,,-,-,
-,BAT,-,BARRETOS,CHAFEI AMSEI,-,,,,,-,-,
-,DBC,-,BAICHENG,CHANG'AN,-,,,,,-,-,
-,NBS,-,BAISHAN,CHANGBAISHAN,-,,,,,-,-,
-,CII,-,AYDIN,CILDIR,-,,,,,-,-,
-,CRK,-,ANGELES/MABALACAT,CLARK INTL,-,,,,,-,-,
-,AXA,-,ANGUILLA,CLAYTON J. LLOYD INTL,-,,,,,-,-,
-,BBQ,-,BARBUDA,CODRINGTON,-,,,,,-,-,
-,BHI,-,BAHIA BLANCA,COMANDANTE ESPORA,-,,,,,-,-,
-,AYQ,-,AYERS ROCK,CONNELLAN,-,,,,,-,-,
-,AOT,-,AOSTA,CORRADO GEX,-,,,,,-,-,
-,DNL,-,AUGUSTA,DANIEL FIELD,-,,,,,-,-,
-,ARU,-,ARACATUBA,DARIO GUARITA,-,,,,,-,-,
-,BGE,-,BAINBRIDGE,DECATUR CO IND. AIR PK,-,,,,,-,-,
-,PDK,-,ATLANTA,DEKALB-PEACHTREE,-,,,,,-,-,
-,DMK,-,BANGKOK,DON MUEANG INT'L,-,,,,,-,-,
-,AHD,-,ARDMORE,DOWNTOWN EXECUTIVE,-,,,,,-,-,
-,BQA,-,BALER,DR. JUAN C. ANGARA,-,,,,,-,-,
-,ARX,-,ARACATI,DRAGAO DO MAR,-,,,,,-,-,
-,ATK,-,ATQASUK,E.BURNELL SR MEMORIAL,-,,,,,-,-,
-,MPV,-,BARRE/MONTPELIER,EDWARD F. KNAPP STATE,-,,,,,-,-,
-,AYA,-,AYAPEL,EL CEBRUNO,-,,,,,-,-,
-,AXM,-,ARMENIA,EL EDEN INTL,-,,,,,-,-,
-,ARQ,-,ARAUQUITA,EL TRONCAL,-,,,,,-,-,
-,ATH,-,ATHENS,ELEFTHERIOS VENIZELOS,-,,,,,-,-,
-,BZX,-,BAZHONG,ENYANG,-,,,,,-,-,
-,BAV,-,BAOTOU,ERLIBAN,-,,,,,-,-,
-,BAQ,-,BARRANQUILLA,ERNESTO CORTISSOZ INTL,-,,,,,-,-,
-,ESB,-,ANKARA,ESENBOGA,-,,,,,-,-,
-,ANK,-,ANKARA,ETIMESGUT,-,,,,,-,-,
-,BSL,-,BASEL/MULHOUSE,EUROAIRPORT SWISS,-,,,,,-,-,
-,EUQ,-,ANTIQUE,EVELIO JAVIER,-,,,,,-,-,
-,AVO,-,AVON PARK,EXECUTIVE,-,,,,,-,-,
-,FGI,-,APIA,FAGALI'I,-,,,,,-,-,
-,AOI,-,ANCONA,FALCONARA,-,,,,,-,-,
-,APW,-,APIA,FALEOLO INTL,-,,,,,-,-,
-,FTY,-,ATLANTA,FULTON COUNTY,-,,,,,-,-,
-,AKA,-,ANKANG,FUQIANG,-,,,,,-,-,
-,ADP,-,AMPARA,GAL OYA,-,,,,,-,-,
-,AYX,-,ATALAYA,GERARDO PEREZ PINEDO,-,,,,,-,-,
-,BAC,-,BARRANCA DE UPIA,GUADALITO,-,,,,,-,-,
-,BGX,-,BAGE,GUSTAVO KRAEMER,-,,,,,-,-,
-,BCA,-,BARACOA,GUSTAVO RIZO,-,,,,,-,-,
-,ABU,-,ATAMBUA,HALIWEN,-,,,,,-,-,
-,BHB,-,BAR HARBOR,HANCOCK COUNTY,-,,,,,-,-,
-,BTH,-,BATAM,HANG NADIM,-,,,,,-,-,
-,BDO,-,BANDUNG,HUSEIN SASTRANEGARA,-,,,,,-,-,
-,ASD,-,ANDROS TOWN,INTERNATIONAL,-,,,,,-,-,
-,ABB,-,ASABA,INTERNATIONAL,-,,,,,-,-,
-,ASB,-,ASHGABAT,INTERNATIONAL,-,,,,,-,-,
-,ASM,-,ASMARA,INTERNATIONAL,-,,,,,-,-,
-,ASA,-,ASSAB,INTERNATIONAL,-,,,,,-,-,
-,ASW,-,ASWAN,INTERNATIONAL,-,,,,,-,-,
-,ATR,-,ATAR,INTERNATIONAL,-,,,,,-,-,
-,BGW,-,BAGHDAD,INTERNATIONAL,-,,,,,-,-,
-,BAH,-,BAHRAIN,INTERNATIONAL,-,,,,,-,-,
-,BZY,-,BALTI,INTERNATIONAL,-,,,,,-,-,
-,BND,-,BANDAR ABBAS,INTERNATIONAL,-,,,,,-,-,
-,BNX,-,BANJA LUKA,INTERNATIONAL,-,,,,,-,-,
-,BJL,-,BANJUL,INTERNATIONAL,-,,,,,-,-,
-,BSR,-,BASRAH,INTERNATIONAL,-,,,,,-,-,
-,BDE,-,BAUDETTE,INTERNATIONAL,-,,,,,-,-,
-,TNR,-,ANTANANARIVO,IVATO INTL,-,,,,,-,-,
-,BLA,-,BARCELONA,J.A. ANZOATEGUI INTL,-,,,,,-,-,
-,BRM,-,BARQUISIMETO,JACINTO LARA INTL,-,,,,,-,-,
-,ASX,-,ASHLAND,JOHN F. KENNEDY MEM.,-,,,,,-,-,
-,BSC,-,BAHIA SOLANO,JOSE CELESTINO MUTIS,-,,,,,-,-,
-,AYO,-,AYOLAS,JUAN DE AYOLAS,-,,,,,-,-,
-,KBX,-,AYAMARU,KAMBUAYA,-,,,,,-,-,
-,AQJ,-,AQABA,KING HUSSEIN INTL,-,,,,,-,-,
-,AFK,-,AMPARA,KONDAVATTAVAN TANK SPB,-,,,,,-,-,
-,BXY,-,BAYKONUR,KRAYNIY,-,,,,,-,-,
-,AYC,-,AYACUCHO,LA GLORIA,-,,,,,-,-,
-,LDO,-,AURORA,LADUANI,-,,,,,-,-,
-,YLK,-,BARRIE/ORILLIA,LAKE SIMCOE REGIONAL,-,,,,,-,-,
-,ANP,-,ANNAPOLIS,LEE,-,,,,,-,-,
-,BAG,-,BAGUIO,LOAKAN,-,,,,,-,-,
-,YEY,-,AMOS,MAGNY,-,,,,,-,-,
-,MRX,-,BANDAR MAHSHAHR,MAHSHAHR,-,,,,,-,-,
-,AIF,-,ASSIS,MARCELO P. HALZHAUSEN,-,,,,,-,-,
-,BRX,-,BARAHONA,MARIA MONTEZ INTL,-,,,,,-,-,
-,ADJ,-,AMMAN,MARKA INTL,-,,,,,-,-,
-,MTN,-,BALTIMORE,MARTIN STATE,-,,,,,-,-,
-,MMI,-,ATHENS,MCMINN COUNTY,-,,,,,-,-,
-,AMM,-,AMMAN,METROPOLITAN AREA,-,,,,,-,-,
-,ADM,-,ARDMORE,METROPOLITAN AREA,-,,,,,-,-,
-,AKL,-,AUCKLAND,METROPOLITAN AREA,-,,,,,-,-,
-,BAK,-,BAKU,METROPOLITAN AREA,-,,,,,-,-,
-,ATG,-,ATTOCK,MINHAS,-,,,,,-,-,
-,WOR,-,ANKOREFO,MORAMBA,-,,,,,-,-,
-,BLJ,-,BATNA,MOSTEPHA BEN BOULAID,-,,,,,-,-,
-,JTC,-,BAURU,MOUSSA NAKHL TOBIAS,-,,,,,-,-,
-,BGF,-,BANGUI,MPOKO INTL,-,,,,,-,-,
-,AHH,-,AMERY,MUNICIPAL,-,,,,,-,-,
-,AMW,-,AMES,MUNICIPAL,-,,,,,-,-,
-,AID,-,ANDERSON,MUNICIPAL,-,,,,,-,-,
-,ARB,-,ANN ARBOR,MUNICIPAL,-,,,,,-,-,
-,ANY,-,ANTHONY,MUNICIPAL,-,,,,,-,-,
-,ATE,-,ANTLERS,MUNICIPAL,-,,,,,-,-,
-,AHF,-,ARAPAHOE,MUNICIPAL,-,,,,,-,-,
-,ATS,-,ARTESIA,MUNICIPAL,-,,,,,-,-,
-,AHM,-,ASHLAND,MUNICIPAL,-,,,,,-,-,
-,ASY,-,ASHLEY,MUNICIPAL,-,,,,,-,-,
-,YIB,-,ATIKOKAN,MUNICIPAL,-,,,,,-,-,
-,AIO,-,ATLANTIC,MUNICIPAL,-,,,,,-,-,
-,AUZ,-,AURORA,MUNICIPAL,-,,,,,-,-,
-,AUM,-,AUSTIN,MUNICIPAL,-,,,,,-,-,
-,BKE,-,BAKER CITY,MUNICIPAL,-,,,,,-,-,
-,BVO,-,BARTLESVILLE,MUNICIPAL,-,,,,,-,-,
-,BOW,-,BARTOW,MUNICIPAL,-,,,,,-,-,
-,BBC,-,BAY CITY,MUNICIPAL,-,,,,,-,-,
-,NJA,-,ATSUGI,NAF,-,,,,,-,-,
-,JFN,-,ASHTABULA,NORTHEAST OHIO RGNL,-,,,,,-,-,
-,ABM,-,BAMAGA,NORTHERN PENINSULA,-,,,,,-,-,
